@_address,provider_id,geocode_flag,geocode_accuracy,geocoded_column,lat,lng,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote
https://data.medicare.gov/resource/xubh-q36u/row-9gec~ndsf~i9kp,420015,0,,POINT (-82.607064 34.839651),34.839651,-82.607064,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,(864) 442-7606,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-bqaw~6v8h_uftw,171334,0,,POINT (-98.577659 37.289877),37.289877,-98.577659,MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT STREET,MEDICINE LODGE,KS,67104,BARBER,(620) 886-3771,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Not Available,5,Not Available,5,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-iyxe~6sc2-ecgv,191321,0,,POINT (-90.496999 30.622194),30.622194,-90.496999,LALLIE KEMP MEDICAL CENTER,52579 HIGHWAY 51 SOUTH,INDEPENDENCE,LA,70443,TANGIPAHOA,(985) 878-9421,Critical Access Hospitals,Government - State,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Below the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-asr9_pruj_9z6w,280081,0,,POINT (-96.023788 41.321839),41.321839,-96.023788,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST,OMAHA,NE,68122,DOUGLAS,(402) 572-2121,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nmd5_hb8z~qsvz,054087,0,,POINT (-121.417814 38.465982),38.465982,-121.417814,"SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-2000,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-9bd7-ibcv.unjw,241332,0,,POINT (-95.113659 43.878587),43.878587,-95.113659,WINDOM AREA HEALTH,"2150 HOSPITAL DRIVE, PO BOX 339",WINDOM,MN,56101,COTTONWOOD,(507) 831-2400,Critical Access Hospitals,Government - Local,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-m8nv.tvsx-unkm,351323,0,,POINT (-98.366661 48.761243),48.761243,-98.366661,CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION,909 2ND ST,LANGDON,ND,58249,CAVALIER,(701) 256-6100,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-7g7y.b4hd-s8g5,450235,0,,POINT (-97.428868 29.515895),29.515895,-97.428868,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,true,4,,Not Available,5,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-k2nj~ckkt.k7ui,340087,0,,POINT (-82.021772 35.665187),35.665187,-82.021772,MISSION HOSPITAL MCDOWELL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MC DOWELL,(828) 659-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kmf8-5wmj-tqaz,151323,0,,POINT (-85.424936 41.645803),41.645803,-85.424936,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761,LAGRANGE,(260) 463-9000,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-eyz9.wmk9~prcw,400004,1,RANGE_INTERPOLATED,,18.4137095,-66.06824759999999,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,00936,SAN JUAN,(787) 758-6420,Acute Care Hospitals,Voluntary non-profit - Other,true,Not Available,16,Same as the national average,,Not Available,16,Below the national average,,Not Available,16,Not Available,5,Not Available,5,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-pnqx.7t4m~j7pr,190118,0,,POINT (-93.709136 32.035258),32.035258,-93.709136,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,MANSFIELD,LA,71052,DE SOTO,(318) 872-4610,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Below the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-xzn3_bhx4.ht8s,141326,0,,POINT (-88.541234 38.087916),38.087916,-88.541234,HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,HAMILTON,(618) 643-2361,Critical Access Hospitals,Government - Hospital District or Authority,true,2,,Same as the national average,,Not Available,16,Below the national average,,Not Available,16,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kx79_zryq~w8f6,05039F,0,,POINT (-116.048511 34.224998),34.224998,-116.048511,NH Twenty Nine Palms,1145 Sturgis Road,Twentynine Palms,CA,92278,SAN BERNARDINO,(760) 830-2190,Acute Care - Department of Defense,Department of Defense,true,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22
https://data.medicare.gov/resource/xubh-q36u/row-vsiw~isbg~xz6s,110044,0,,POINT (-84.255376 32.06425),32.06425,-84.255376,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,SUMTER,(229) 931-1280,Acute Care Hospitals,Government - Hospital District or Authority,true,2,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-83aq-mayj_upac,381318,0,,POINT (-121.523224 45.704561),45.704561,-121.523224,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,HOOD RIVER,OR,97031,HOOD RIVER,(541) 386-3911,Critical Access Hospitals,Voluntary non-profit - Church,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kdyc-9ed2_7a96,160083,0,,POINT (-93.625702 41.599577),41.599577,-93.625702,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,POLK,(515) 247-3121,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-j4yw-37x2~3jzu,360026,0,,POINT (-83.928781 39.700288),39.700288,-83.928781,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-bacj-bxth_hwij,440133,0,,POINT (-86.800835 36.1534),36.1534,-86.800835,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,DAVIDSON,(615) 284-5555,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ziwd~85nn_5vv5,301304,0,,POINT (-72.001493 43.420929),43.420929,-72.001493,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,03257,MERRIMACK,(603) 526-2911,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-2auk~kxvq-q4u4,191306,0,,POINT (-91.365696 30.78361),30.78361,-91.365696,WEST FELICIANA PARISH HOSPITAL,"5266 COMMERCE STREET, BUILDING B",SAINT FRANCISVILLE,LA,70775,WEST FELICIANA,(225) 635-3811,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Same as the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-qr62~ugzc.jjbq,060112,0,,POINT (-104.870269 39.529323),39.529323,-104.870269,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PARKWAY,LONE TREE,CO,80124,DOUGLAS,(720) 225-1000,Acute Care Hospitals,Voluntary non-profit - Other,true,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-in8p-wss8_dwt9,450083,0,,POINT (-95.291862 32.338102),32.338102,-95.291862,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,1000 SOUTH BECKHAM AVE,TYLER,TX,75701,SMITH,(903) 597-0351,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7x78.i9ew-8k26,421303,0,,POINT (-79.820239 33.660666),33.660666,-79.820239,WILLIAMSBURG REGIONAL HOSPITAL,500 NELSON BOULEVARD,KINGSTREE,SC,29556,WILLIAMSBURG,(843) 355-8888,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Same as the national average,,Not Available,5,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-3q24_p54p~4rj7,181327,0,,POINT (-88.368072 36.868182),36.868182,-88.368072,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA ROAD,BENTON,KY,42025,MARSHALL,(270) 527-4800,Critical Access Hospitals,Government - Hospital District or Authority,true,4,,Same as the national average,,Not Available,16,Below the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7yi7_miqw_9mna,341326,0,,POINT (-83.37764 35.184634),35.184634,-83.37764,ANGEL MEDICAL CENTER,120 RIVERVIEW ST PO BOX 1209,FRANKLIN,NC,28734,MACON,(828) 524-8411,Critical Access Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nq74.6x73-i533,454029,0,,POINT (-97.74907 30.305913),30.305913,-97.74907,SETON SHOAL CREEK HOSPITAL,3501 MILLS AVE,AUSTIN,TX,78731,TRAVIS,(512) 324-2000,Psychiatric,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-ypd6_qrxf-m9td,104070,0,,POINT (-80.27091 27.298791),27.298791,-80.27091,PORT ST LUCIE HOSPITAL,2550 SE WALTON RD,PORT SAINT LUCIE,FL,34952,ST. LUCIE,(772) 335-0400,Psychiatric,Proprietary,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-ur5a-crja_mqpg,220080,0,,POINT (-71.169618 42.725829),42.725829,-71.169618,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,ESSEX,(978) 687-0156,Acute Care Hospitals,Proprietary,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-hmjb.hw5r-grvf,050468,0,,POINT (-118.295106 33.892375),33.892375,-118.295106,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,Acute Care Hospitals,Proprietary,false,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-k6eq~nxku.2n47,054145,0,,POINT (-117.15529 32.794899),32.794899,-117.15529,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,(858) 278-4110,Psychiatric,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-k8vu.r683~api3,450032,0,,POINT (-94.731471 32.501448),32.501448,-94.731471,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,LONGVIEW,TX,75601,GREGG,(903) 927-6712,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-u4ut_ajsp~fisc,490094,0,,POINT (-77.406271 37.540264),37.540264,-77.406271,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,VA,23223,RICHMOND CITY,(804) 225-1700,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Not Available,5,Not Available,5,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-dn5r-dnwm.i2as,281336,1,ROOFTOP,,40.882476,-97.592109,YORK GENERAL HOSPITAL,2222 LINCOLN AVE,YORK,NE,68467,YORK,(402) 362-6671,Critical Access Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-3qig-b9am-x2ij,310015,0,,POINT (-74.464855 40.787896),40.787896,-74.464855,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,07960,MORRIS,(973) 971-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-xbp8~mipq.32d8,271310,0,,POINT (-106.911328 47.318524),47.318524,-106.911328,GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVE,JORDAN,MT,59337,GARFIELD,(406) 557-2500,Critical Access Hospitals,Government - Local,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-6rfc~xpem.z6r6,154021,1,ROOFTOP,,40.5649735,-85.66652429999999,"GRANT-BLACKFORD MENTAL HEALTH, INC",505 WABASH AVE,MARION,IN,46952,GRANT,(765) 662-3971,Psychiatric,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
